case1,0.002405881881714
case2,0.004541158676147
case1,0.0023114681243896484
case2,0.007504701614379883
case1,0.003552675247192383
case2,0.005682468414306641
case1,0.00226593017578125
case2,0.004421234130859375
case1,0.0024106502532958984
case2,0.007534503936767578
case1,0.002458810806274414
case2,0.004701852798461914
case1,0.0026962757110595703
case2,0.005159139633178711
case1,0.0022237300872802734
case2,0.007475376129150391
case1,0.0022118091583251953
case2,0.004361391067504883
case1,0.002362966537475586
case2,0.007675647735595703
case1,0.002200603485107422
case2,0.007476091384887695
case1,0.0023713111877441406
case2,0.007909059524536133
